name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"London, England, United Kingdom",2024-01-05T18:00:00,7.6,5.8,4,77.98,0,0,,0,0,11.4,6.2,310,1006,96.2,12,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-05T19:00:00,7.6,5.7,4.3,79.64,0,0,,0,0,10.3,6.6,313,1006.6,96.2,11,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-05T20:00:00,6.8,5.1,4.4,84.13,0.199,100,rain,0,0,10.3,5.6,318,1007.1,100,7.9,0,0,0,,"Rain, Overcast",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-05T21:00:00,6.6,5.7,4.2,84.11,0.001,100,rain,0,0,6.9,3.5,344,1008,97,7.8,0,0,0,,"Rain, Overcast",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-05T22:00:00,6.3,5.1,3.7,82.91,0,0,,0,0,9.2,4.1,322,1008.2,96.2,9.5,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-05T23:00:00,6.1,6.1,3.7,84.06,0,0,,0,0,8.1,2.5,320,1009.1,100,8.1,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T00:00:00,6.3,5.5,4.1,85.29,0,0,,0,0,5.8,3.3,326,1009.5,100,7.6,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T01:00:00,6.3,6.3,3.7,82.93,0,0,,0,0,6.9,2.9,349,1010,100,7.6,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T02:00:00,6.6,5.6,3.7,81.24,0,0,,0,0,5.8,3.8,330,1010.2,97,6.4,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T03:00:00,6.3,5.3,3.7,82.91,0,0,,0,0,6.9,3.8,328,1011,100,5.5,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T04:00:00,6.1,4.3,3.4,82.32,0,0,,0,0,8.1,5.5,342,1011.2,97,3.5,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T05:00:00,6.1,4.2,2.7,78.34,0.001,100,rain,0,0,11.4,5.8,16,1012.1,100,11,0,0,0,,"Rain, Overcast",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T06:00:00,6,4.5,2.6,78.32,0,0,,0,0,8.1,4.6,346,1013,100,10.1,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T07:00:00,5.8,4.2,2.4,78.29,0,0,,0,0,10.3,4.9,352,1013.5,96.2,11,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T08:00:00,6,4.1,2.4,77.22,0,0,,0,0,10.3,5.8,339,1014.5,96.2,11,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T09:00:00,6.1,3.9,2.6,77.78,0.002,100,rain,0,0,16.1,6.8,343,1015.4,93.1,12,23,0.1,0,,"Rain, Overcast",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T10:00:00,6.1,3.6,2.6,77.78,0,0,,0,0,16.1,7.6,336,1016.4,93.1,13,74,0.3,1,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T11:00:00,6.3,4.2,2.7,77.25,0,0,,0,0,15,6.4,346,1017,96.2,13.9,77,0.3,1,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T12:00:00,6.6,4.2,2.9,76.75,0,0,,0,0,15,7.6,353,1017.1,93.1,9.9,69,0.2,1,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T13:00:00,6.6,4.1,3.1,77.82,0,0,,0,0,13.9,8.1,348,1017.1,93.1,13.9,42,0.2,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T14:00:00,6.6,4.1,2.7,75.67,0,0,,0,0,15,8.1,7,1017.1,96.2,13,47,0.2,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T15:00:00,6.8,4.7,2.5,74.1,0,0,,0,0,13.9,6.9,349,1017.9,96.2,11,14,0.1,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T16:00:00,6.5,3.8,2.1,73.52,0,0,,0,0,16.1,8.8,14,1018.5,93.1,13.9,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T17:00:00,6.1,4.1,2.5,77.76,0,0,,0,0,13.9,6.1,353,1019,96.2,13,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T18:00:00,5.8,3.3,2.7,79.95,0,0,,0,0,15,7.3,21,1019.9,97,11.5,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T19:00:00,5.6,3.3,2.6,80.5,0,0,,0,0,16.1,6.5,360,1020,97,8.5,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T20:00:00,5.8,3.8,2.8,81.1,0.001,100,rain,0,0,11.4,5.8,350,1020.9,93.1,8.7,0,0,0,,"Rain, Overcast",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T21:00:00,5.6,3.6,2.8,82.23,0.002,100,rain,0,0,13.9,5.7,359,1021,97,9.9,0,0,0,,"Rain, Overcast",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T22:00:00,5.3,3,3,85.15,0.199,100,rain,0,0,12.8,6.5,359,1020.9,96.2,9.5,0,0,0,,"Rain, Overcast",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-06T23:00:00,5.1,2.6,2.4,82.18,0,0,,0,0,15,6.9,13,1021.4,93.1,13,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T00:00:00,4.6,1.5,1.2,78.1,0,0,,0,0,17.2,8.5,17,1022,93.1,12,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T01:00:00,4.1,1.3,0.2,75.25,0,0,,0,0,13.9,7.4,20,1022.8,96.9,11,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T02:00:00,3.8,0.6,-0.3,74.08,0,0,,0,0,18.3,8.4,20,1023,65.9,12,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T03:00:00,3.8,1.1,-1.1,69.94,0,0,,0,0,16.1,6.8,6,1023.4,65.9,12,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T04:00:00,3.6,0.2,-1.6,68.35,0,0,,0,0,17.2,8.9,7,1023.8,69,12,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T05:00:00,3.3,0.1,-1.5,70.84,0,0,,0,0,16.1,8,360,1023.9,0,13,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T06:00:00,3.6,0.4,-2.1,65.89,0,0,,0,0,16.1,8.1,356,1024.4,78.6,13,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T07:00:00,3.1,-0.7,-1.4,72.34,0,0,,0,0,16.1,10,10,1025,90,13,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T08:00:00,3,-0.5,-0.7,76.69,0,0,,0,0,9.2,8.7,9,1025.9,46.9,12,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T09:00:00,3.1,-0.3,-0.2,78.97,0,0,,0,0,11.4,8.6,10,1026.1,31.7,12,21,0.1,0,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T10:00:00,3.8,0.3,-0.4,73.57,0,0,,0,0,15,9.6,13,1027,11.5,13,134,0.5,1,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T11:00:00,5,1.1,-0.4,68.13,0,0,,0,0,19.7,12.9,31,1027,11.5,13,211,0.8,2,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T12:00:00,5.1,1.4,-1.9,60.63,0,0,,0,0,17.2,11.8,33,1027.1,20.9,13,83,0.3,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T13:00:00,4.6,0.4,-2.1,61.39,0,0,,0,0,20.8,13.6,37,1027.3,50.3,12,77,0.3,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T14:00:00,5,1.1,-1.9,61.06,0,0,,0,0,16.1,12.5,30,1027.1,77.7,12,51,0.2,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T15:00:00,4.8,1,-2.3,59.67,0,0,,0,0,16.1,11.7,28,1027.9,96.2,12,23,0.1,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T16:00:00,4.6,0.9,-2.4,60.5,0,0,,0,0,19.7,11.1,30,1028.4,96.2,11,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T17:00:00,4.5,0.9,-2.2,61.81,0,0,,0,0,18.3,10.4,34,1029,96.2,12,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T18:00:00,4,0.5,-1.5,67.4,0,0,,0,0,19.7,9.6,33,1029.5,96.2,11,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T19:00:00,3.8,0.4,-0.9,71.43,0,0,,0,0,17.2,9.1,44,1029.9,100,10.1,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T20:00:00,3.8,0.8,-0.9,71.42,0,0,,0,0,19.7,7.6,37,1030.8,100,11,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T21:00:00,3.5,0.5,-0.7,74.02,0,0,,0,0,19.7,7.6,27,1030.8,100,11,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T22:00:00,3.5,0.3,-0.5,75.1,0,0,,0,0,20.8,8,33,1030.9,100,9.5,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-07T23:00:00,3.5,0.2,-0.7,74.02,0,0,,0,0,13.9,8.6,40,1031,84.8,11,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T00:00:00,3.5,0,-1.9,67.81,0,0,,0,0,12.8,9.3,44,1031.8,77.7,11,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T01:00:00,3.5,0.3,-2.8,62.99,0,0,,0,0,15,8.1,50,1031.8,90,12,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T02:00:00,3.5,0.7,-3.1,61.61,0,0,,0,0,12.8,6.9,40,1031.8,97,13,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T03:00:00,3.1,0.1,-2.9,64.78,0,0,,0,0,10.3,7.1,27,1031.9,97,13.9,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T04:00:00,3.3,0.2,-2.7,64.81,0,0,,0,0,12.8,7.8,30,1031.9,100,13.9,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T05:00:00,3.5,-0.1,-2.9,62.97,0,0,,0,0,18.3,9.5,40,1031.9,100,13.9,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T06:00:00,3.5,-0.3,-3,62.48,0,0,,0,0,19.7,10.4,40,1031.9,69.5,13.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T07:00:00,3.6,-0.3,-3.4,60.24,0,0,,0,0,20.8,10.7,40,1031.8,90,14.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T08:00:00,3.6,-0.4,-3.7,58.91,0,0,,0,0,21.9,11.1,37,1031.8,93.1,13.9,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T09:00:00,3.6,-0.6,-3.2,61.14,0,0,,0,0,21.9,12.1,36,1031.9,96.2,13.9,12,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T10:00:00,3.6,-0.8,-3.2,61.14,0,0,,0,0,17.2,13.2,40,1032,100,12,33,0.1,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T11:00:00,3.6,-1,-2.5,64.42,0,0,,0,0,28.9,14.3,46,1032.1,96.2,5.2,63,0.2,1,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T12:00:00,3.8,-0.7,-2.6,62.6,0,0,,0,0,20.8,14.1,57,1031.9,96.2,11,84,0.3,1,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T13:00:00,3.6,-0.5,-2.9,62.07,0,0,,0,0,18.3,11.8,50,1031.3,80.9,13,16,0.1,0,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T14:00:00,2.6,-2,-1.2,76.02,0,0,,0,0,18.3,12.8,47,1031,93.1,4.9,49,0.2,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T15:00:00,2.8,-2.2,-2.8,66.19,0,0,,0,0,24.2,15.4,57,1030.9,80.9,12,12,0,0,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T16:00:00,2,-2.8,-2.5,72.09,0,0,,0,0,20.8,13.1,64,1030.9,74.8,9.7,7,0,0,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T17:00:00,2,-2,-1.7,76.49,0,0,,0,0,18.3,9.7,50,1030.9,93.1,5.1,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T18:00:00,2.1,-1.8,-1.9,74.87,0.001,100,rain,0.1,0,13.9,9.5,53,1031,93.1,7.9,0,0,0,,"Rain, Overcast",snow,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T19:00:00,2.1,-2.4,-2.9,69.52,0,0,rain,0.1,0,11.4,11.9,67,1031,96.2,6.8,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T20:00:00,2.5,-1.6,-2.9,67.57,0,0,,0,0,8.1,10.5,61,1031,100,10.1,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T21:00:00,2.8,-1.1,-2.9,66.16,0,0,,0,0,13.9,10.2,56,1030.9,100,10.1,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T22:00:00,2.6,-1.4,-3.4,64.19,0,0,,0,0,20.8,10.4,63,1031,100,10.1,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-08T23:00:00,2.6,-1.8,-3.5,64.17,0,0,,0,0,18.3,12.2,74,1031.1,100,10.1,0,0,0,,Overcast,cloudy,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T00:00:00,2.5,-2,-3.7,63.68,0,0,,0,0,12.8,12.5,79,1031,100,9.7,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T01:00:00,2.5,-2,-3.4,65.11,0,0,,0,0,19.7,12.5,73,1030.9,100,9.7,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T02:00:00,2.5,-1.7,-3.4,65.11,0,0,,0,0,16.1,11,76,1030.8,100,9.7,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T03:00:00,2.5,-1.9,-3.1,66.11,0,0,,0,0,16.1,11.8,73,1030.8,100,9.9,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T04:00:00,2.5,-2.2,-3,67.09,0,0,,0,0,18.3,13.3,73,1030,100,9.9,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T05:00:00,2.5,-1.9,-2.9,67.59,0,0,,0,0,19.7,12.1,74,1030,100,9.9,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T06:00:00,2.6,-2,-2.4,69.63,0,0,,0,0,23,12.8,70,1030,100,9.3,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T07:00:00,2.6,-2,-2.7,68.11,0,0,,0,0,18.3,13,70,1030.8,96.2,9.7,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T08:00:00,2.6,-2.3,-2.5,69.12,0,0,,0,0,20.8,14.2,67,1030.8,96.2,10.1,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T09:00:00,2.3,-2.6,-2.2,72.19,0,0,,0,0,25.3,14,63,1030.9,93.1,9.1,25,0.1,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T10:00:00,2.6,-2,-2,71.73,0,0,,0,0,21.9,12.8,66,1030.9,73.1,9.5,81,0.3,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T11:00:00,3.1,-1.7,-1.7,70.77,0,0,,0,0,27.7,14.5,64,1030.9,54.5,10.1,226,0.8,2,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T12:00:00,4,-0.6,-2.2,64.03,0,0,,0,0,24.2,15.2,70,1030.8,23.8,10.1,107,0.4,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T13:00:00,4.1,-0.8,-2.2,63.57,0,0,,0,0,27.7,17.1,67,1030,11.5,10.1,51,0.2,1,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T14:00:00,4.1,-0.8,-2.4,62.19,0,0,,0,0,30,17.1,64,1029.9,24,10.1,33,0.1,0,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T15:00:00,4,-0.5,-2.2,64.02,0,0,,0,0,21.9,14.4,60,1029.9,23.8,10.1,18,0.1,0,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T16:00:00,3.8,-0.7,-2.4,63.98,0,0,,0,0,30,14.3,57,1029.8,11.5,10.1,0,0,0,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T17:00:00,3.3,-1.2,-3.6,60.18,0,0,,0,0,27.7,13.1,50,1029.8,11.5,10.1,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T18:00:00,2.8,-2.1,-3.7,62.34,0,0,,0,0,26.4,14.7,50,1029.7,0,8.7,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T19:00:00,2.6,-2.1,-3.5,64.17,0,0,,0,0,21.9,13.6,60,1029.8,0,10.1,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T20:00:00,2.6,-2.1,-3,66.61,0,0,,0,0,20.8,13.6,64,1029.8,0,10.1,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T21:00:00,2.5,-2.3,-2.7,68.59,0,0,,0,0,21.9,14.1,60,1029.8,20.9,9.3,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T22:00:00,2.1,-2.2,-2.8,69.53,0,0,,0,0,13.9,11.1,60,1029.9,24,8.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-09T23:00:00,2.1,-1.9,-2.8,69.53,0,0,,0,0,11.4,9.8,66,1029.9,27.9,9.3,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-10T00:00:00,2.1,-1.6,-2.9,69.54,0,0,,0,0,6.9,8.8,57,1029.5,30.5,8.7,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-10T01:00:00,1.8,-1.8,-2.5,73.19,0,0,,0,0,6.9,8.3,53,1029.2,24.5,8.3,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-10T02:00:00,1.6,-2.1,-2.7,73.15,0,0,,0,0,8.1,8.3,54,1029.2,0,8.3,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-10T03:00:00,1.3,-2,-2.9,73.64,0,0,,0,0,6.9,7.1,47,1029.1,0,8.3,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-10T04:00:00,1.6,-1.7,-2.4,74.8,0,0,,0,0,8.1,7.1,45,1028.9,0,8.7,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-10T05:00:00,1.6,-1.3,-2.7,73.16,0,0,,0,0,10.3,6.2,32,1028.9,0,8.9,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-10T06:00:00,1.5,-2.3,-3.7,68.42,0,0,,0,0,10.3,8.6,39,1028.8,0,9.1,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-10T07:00:00,1.5,-2.6,-3.7,68.4,0,0,,0,0,12.8,9.7,40,1028.9,0,9.7,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-10T08:00:00,2,-1.7,-3.7,66.01,0,0,,0,0,13.9,8.8,46,1029,0,10.1,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-10T09:00:00,2.3,-1.5,-3.6,64.61,0,0,,0,0,11.4,9.2,43,1029.1,0,10.1,23,0.1,0,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-10T10:00:00,3.5,-0.5,-3.1,61.6,0,0,,0,0,15,11.2,47,1029,0,10.1,149,0.5,1,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-01-10T11:00:00,4.1,0.6,-2.9,59.94,0,0,,0,0,15,9.9,50,1029,0,11,221,0.8,2,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
